Unnamed: 0,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product Name,Sales,Units,Gross Profit,Cost,Factory,Latitude,Longitude,Fulfillment Days
3645,2024-08-07,2025-02-01,Second Class,163321,United States,Jacksonville,North Carolina,28540,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,Lot's O' Nuts,32.881893,-111.768036,178
3646,2024-12-09,2025-06-05,Standard Class,141082,Canada,Montreal,Quebec,H1A,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,Lot's O' Nuts,32.881893,-111.768036,178
3647,2024-12-09,2025-06-05,Standard Class,141082,Canada,Montreal,Quebec,H1A,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,Lot's O' Nuts,32.881893,-111.768036,178
3648,2021-06-09,2021-12-02,Second Class,132612,United States,Harrisonburg,Virginia,22801,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7,Lot's O' Nuts,32.881893,-111.768036,176
3649,2022-02-03,2022-07-31,Standard Class,103093,United States,Columbus,Georgia,31907,Chocolate,Gulf,Wonka Bar - Milk Chocolate,29.25,9,18.99,10.26,Wicked Choccy's,32.076176,-81.088371,178
3650,2022-03-08,2022-09-02,Standard Class,132136,United States,Chicago,Illinois,60623,Chocolate,Interior,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,32.076176,-81.088371,178
3651,2022-09-22,2023-03-17,First Class,115343,United States,Philadelphia,Pennsylvania,19143,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,Wicked Choccy's,32.076176,-81.088371,176
3652,2022-09-22,2023-03-17,First Class,115343,United States,Philadelphia,Pennsylvania,19143,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,32.881893,-111.768036,176
3653,2023-10-31,2024-04-26,Second Class,142251,United States,Hollywood,Florida,33021,Chocolate,Gulf,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,Wicked Choccy's,32.076176,-81.088371,178
3654,2023-12-29,2024-06-24,Standard Class,112578,United States,Sacramento,California,95823,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,Wicked Choccy's,32.076176,-81.088371,178
3655,2023-12-29,2024-06-24,Standard Class,112578,United States,Sacramento,California,95823,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,32.881893,-111.768036,178
3656,2024-06-08,2024-12-04,Standard Class,107979,United States,Glendale,Arizona,85301,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,32.881893,-111.768036,179
3657,2024-06-08,2024-12-04,Standard Class,107979,United States,Glendale,Arizona,85301,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,32.076176,-81.088371,179
3658,2024-06-08,2024-12-04,Standard Class,107979,United States,Glendale,Arizona,85301,Chocolate,Pacific,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,Wicked Choccy's,32.076176,-81.088371,179
3659,2024-06-19,2024-12-16,Standard Class,141992,United States,Dallas,Texas,75220,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,32.076176,-81.088371,180
3660,2024-06-19,2024-12-16,Standard Class,141992,United States,Dallas,Texas,75220,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,Lot's O' Nuts,32.881893,-111.768036,180
3661,2024-11-14,2025-05-12,Standard Class,106943,United States,New York City,New York,10035,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,179
3662,2024-11-22,2025-05-19,Standard Class,144036,United States,Houston,Texas,77070,Chocolate,Interior,Wonka Bar - Milk Chocolate,26.0,8,16.88,9.12,Wicked Choccy's,32.076176,-81.088371,178
3663,2021-12-07,2022-06-02,First Class,138737,United States,Los Angeles,California,90049,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,32.881893,-111.768036,177
3664,2021-12-09,2022-06-07,Standard Class,138128,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,32.881893,-111.768036,180
3665,2021-12-09,2022-06-07,Standard Class,138128,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,Wicked Choccy's,32.076176,-81.088371,180
3666,2022-04-13,2022-10-08,Standard Class,168704,United States,Huntsville,Texas,77340,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,Lot's O' Nuts,32.881893,-111.768036,178
3667,2022-04-13,2022-10-08,Standard Class,168704,United States,Huntsville,Texas,77340,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,32.881893,-111.768036,178
3668,2022-04-13,2022-10-08,Standard Class,168704,United States,Huntsville,Texas,77340,Chocolate,Interior,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,32.881893,-111.768036,178
3669,2023-01-22,2023-07-20,Standard Class,125850,United States,San Diego,California,92037,Chocolate,Pacific,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,32.076176,-81.088371,179
3670,2023-01-22,2023-07-20,Standard Class,125850,United States,San Diego,California,92037,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,32.076176,-81.088371,179
3671,2023-04-01,2023-09-25,Standard Class,111213,United States,New York City,New York,10009,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,Lot's O' Nuts,32.881893,-111.768036,177
3672,2023-04-01,2023-09-25,Standard Class,111213,United States,New York City,New York,10009,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,Lot's O' Nuts,32.881893,-111.768036,177
3673,2023-04-01,2023-09-25,Standard Class,111213,United States,New York City,New York,10009,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,26.0,8,16.88,9.12,Wicked Choccy's,32.076176,-81.088371,177
3674,2023-12-26,2024-06-21,Standard Class,153129,United States,Seattle,Washington,98105,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,32.076176,-81.088371,178
3675,2024-11-07,2025-05-04,Standard Class,113572,United States,New York City,New York,10024,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,Lot's O' Nuts,32.881893,-111.768036,178
3676,2024-12-07,2025-06-02,First Class,137099,United States,Los Angeles,California,90008,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,32.076176,-81.088371,177
3677,2022-03-22,2022-09-17,Standard Class,121552,United States,Huntsville,Alabama,35810,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,Lot's O' Nuts,32.881893,-111.768036,179
3678,2023-09-05,2024-02-27,First Class,139409,United States,New York City,New York,10011,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,Wicked Choccy's,32.076176,-81.088371,175
3679,2024-01-02,2024-06-26,Second Class,118668,United States,Los Angeles,California,90032,Chocolate,Pacific,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,Wicked Choccy's,32.076176,-81.088371,176
3680,2021-05-18,2021-11-12,Second Class,133963,United States,Dallas,Texas,75220,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,Wicked Choccy's,32.076176,-81.088371,178
3681,2021-11-06,2022-05-04,Standard Class,120950,United States,Columbus,Georgia,31907,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6.0,Lot's O' Nuts,32.881893,-111.768036,179
3682,2022-04-17,2022-10-12,Standard Class,155306,United States,San Francisco,California,94122,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,32.076176,-81.088371,178
3683,2022-04-17,2022-10-12,Standard Class,155306,United States,San Francisco,California,94122,Chocolate,Pacific,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,178
3684,2022-04-17,2022-10-12,Standard Class,155306,United States,San Francisco,California,94122,Chocolate,Pacific,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,178
3685,2022-04-17,2022-10-12,Standard Class,155306,United States,San Francisco,California,94122,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,32.881893,-111.768036,178
3686,2022-04-17,2022-10-12,Standard Class,155306,United States,San Francisco,California,94122,Chocolate,Pacific,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,Wicked Choccy's,32.076176,-81.088371,178
3687,2023-11-24,2024-05-20,Standard Class,132731,United States,Dallas,Texas,75081,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,Lot's O' Nuts,32.881893,-111.768036,178
3688,2023-11-26,2024-05-24,Standard Class,106915,United States,El Paso,Texas,79907,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,Lot's O' Nuts,32.881893,-111.768036,180
3689,2024-06-19,2024-12-14,Standard Class,138870,United States,San Francisco,California,94109,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,Wicked Choccy's,32.076176,-81.088371,178
3690,2024-06-19,2024-12-14,Standard Class,138870,United States,San Francisco,California,94109,Chocolate,Pacific,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,32.076176,-81.088371,178
3691,2024-06-24,2024-12-17,Second Class,136350,United States,New York City,New York,10011,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,32.076176,-81.088371,176
3692,2024-06-24,2024-12-17,Second Class,136350,United States,New York City,New York,10011,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,32.881893,-111.768036,176
3693,2024-08-03,2025-01-27,Second Class,143175,United States,Los Angeles,California,90004,Chocolate,Pacific,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,32.076176,-81.088371,177
3694,2021-02-11,2021-08-08,Second Class,168368,United States,Columbia,Missouri,65203,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,Wicked Choccy's,32.076176,-81.088371,178
3695,2021-02-11,2021-08-08,Second Class,168368,United States,Columbia,Missouri,65203,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,32.076176,-81.088371,178
3696,2021-02-11,2021-08-08,Second Class,168368,United States,Columbia,Missouri,65203,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,32.881893,-111.768036,178
3697,2021-02-11,2021-08-08,Second Class,168368,United States,Columbia,Missouri,65203,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,32.881893,-111.768036,178
3698,2021-02-11,2021-08-08,Second Class,168368,United States,Columbia,Missouri,65203,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,32.881893,-111.768036,178
3699,2021-02-11,2021-08-08,Second Class,168368,United States,Columbia,Missouri,65203,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,32.076176,-81.088371,178
3700,2021-03-30,2021-09-25,Standard Class,131247,United States,San Francisco,California,94110,Chocolate,Pacific,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,32.076176,-81.088371,179
3701,2021-12-30,2022-06-26,Standard Class,138072,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,32.076176,-81.088371,178
3702,2022-03-19,2022-09-10,First Class,149993,United States,Lancaster,California,93534,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,Lot's O' Nuts,32.881893,-111.768036,175
3703,2022-10-15,2023-04-06,Same Day,126235,United States,Mount Pleasant,Michigan,48858,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,32.881893,-111.768036,173
3704,2022-11-01,2023-04-26,First Class,110163,United States,Salem,Oregon,97301,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,Lot's O' Nuts,32.881893,-111.768036,176
3705,2024-01-01,2024-06-28,Standard Class,107503,United States,Lorain,Ohio,44052,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,Wicked Choccy's,32.076176,-81.088371,179
3706,2024-03-12,2024-09-07,Standard Class,152786,United States,Rogers,Arkansas,72756,Chocolate,Gulf,Wonka Bar - Fudge Mallows,32.4,9,21.6,10.8,Lot's O' Nuts,32.881893,-111.768036,179
3707,2024-08-25,2025-02-19,Standard Class,114636,United States,Charlotte,North Carolina,28205,Chocolate,Gulf,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,Lot's O' Nuts,32.881893,-111.768036,178
3708,2024-11-11,2025-05-09,Standard Class,110842,United States,Los Angeles,California,90036,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,Lot's O' Nuts,32.881893,-111.768036,179
3709,2024-11-11,2025-05-09,Standard Class,110842,United States,Los Angeles,California,90036,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,Lot's O' Nuts,32.881893,-111.768036,179
3710,2024-11-11,2025-05-09,Standard Class,110842,United States,Los Angeles,California,90036,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,32.881893,-111.768036,179
3711,2024-12-25,2025-06-24,Standard Class,134194,United States,Dallas,Texas,75081,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,32.881893,-111.768036,181
3712,2024-12-25,2025-06-24,Standard Class,134194,United States,Dallas,Texas,75081,Chocolate,Interior,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,32.076176,-81.088371,181
3713,2024-12-25,2025-06-24,Standard Class,134194,United States,Dallas,Texas,75081,Chocolate,Interior,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,Wicked Choccy's,32.076176,-81.088371,181
3714,2024-12-25,2025-06-24,Standard Class,134194,United States,Dallas,Texas,75081,Chocolate,Interior,Wonka Bar - Milk Chocolate,29.25,9,18.99,10.26,Wicked Choccy's,32.076176,-81.088371,181
3715,2024-12-25,2025-06-24,Standard Class,134194,United States,Dallas,Texas,75081,Chocolate,Interior,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,Wicked Choccy's,32.076176,-81.088371,181
3716,2021-04-28,2021-10-24,Standard Class,140228,United States,Newark,Ohio,43055,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,32.881893,-111.768036,179
3717,2021-04-28,2021-10-24,Standard Class,140228,United States,Newark,Ohio,43055,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,32.881893,-111.768036,179
3718,2021-04-28,2021-10-24,Standard Class,140228,United States,Newark,Ohio,43055,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,32.881893,-111.768036,179
3719,2022-09-11,2023-03-04,First Class,126186,United States,Aurora,Colorado,80013,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,Lot's O' Nuts,32.881893,-111.768036,174
3720,2022-09-18,2023-03-15,Standard Class,167745,United States,Los Angeles,California,90049,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,32.076176,-81.088371,178
3721,2022-09-18,2023-03-15,Standard Class,167745,United States,Los Angeles,California,90049,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,32.881893,-111.768036,178
3722,2022-09-18,2023-03-15,Standard Class,167745,United States,Los Angeles,California,90049,Chocolate,Pacific,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,178
3723,2022-11-05,2023-05-01,Standard Class,131422,United States,Monroe,North Carolina,28110,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,32.881893,-111.768036,177
3724,2022-12-05,2023-06-01,Standard Class,149566,United States,Los Angeles,California,90049,Chocolate,Pacific,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,Wicked Choccy's,32.076176,-81.088371,178
3725,2022-12-05,2023-06-01,Standard Class,149566,United States,Los Angeles,California,90049,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,32.076176,-81.088371,178
3726,2023-05-08,2023-11-02,Second Class,164672,United States,Dover,Delaware,19901,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,32.076176,-81.088371,178
3727,2023-07-02,2023-12-27,Second Class,149314,United States,Los Angeles,California,90004,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,Lot's O' Nuts,32.881893,-111.768036,178
3728,2023-08-29,2024-02-23,Standard Class,159912,United States,Philadelphia,Pennsylvania,19120,Other,Atlantic,Lickable Wallpaper,80.0,4,40.0,40.0,Secret Factory,41.446333,-90.565487,178
3729,2023-08-29,2024-02-23,Standard Class,159912,United States,Philadelphia,Pennsylvania,19120,Other,Atlantic,Kazookles,13.0,4,1.0,12.0,The Other Factory,35.1175,-89.971107,178
3730,2023-08-29,2024-02-23,Standard Class,159912,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,32.076176,-81.088371,178
3731,2023-08-29,2024-02-23,Standard Class,159912,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,Lot's O' Nuts,32.881893,-111.768036,178
3732,2023-12-09,2024-06-04,Standard Class,128923,United States,Fort Worth,Texas,76106,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,Lot's O' Nuts,32.881893,-111.768036,178
3733,2023-12-09,2024-06-04,Standard Class,128923,United States,Fort Worth,Texas,76106,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,32.881893,-111.768036,178
3734,2024-04-01,2024-09-24,First Class,129028,United States,Florence,South Carolina,29501,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,32.881893,-111.768036,176
3735,2024-10-29,2025-04-23,Second Class,160983,United States,Auburn,New York,13021,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,28.8,8,20.0,8.8,Lot's O' Nuts,32.881893,-111.768036,176
3736,2022-06-12,2022-12-08,Standard Class,139850,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,32.881893,-111.768036,179
3737,2022-06-12,2022-12-08,Standard Class,139850,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,Lot's O' Nuts,32.881893,-111.768036,179
3738,2022-09-21,2023-03-18,Standard Class,158421,United States,Columbia,South Carolina,29203,Chocolate,Gulf,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,Lot's O' Nuts,32.881893,-111.768036,178
3739,2022-09-21,2023-03-18,Standard Class,158421,United States,Columbia,South Carolina,29203,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,32.881893,-111.768036,178
3740,2022-09-21,2023-03-18,Standard Class,158421,United States,Columbia,South Carolina,29203,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,32.881893,-111.768036,178
3741,2022-09-21,2023-03-18,Standard Class,158421,United States,Columbia,South Carolina,29203,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,Wicked Choccy's,32.076176,-81.088371,178
3742,2022-09-21,2023-03-18,Standard Class,158421,United States,Columbia,South Carolina,29203,Chocolate,Gulf,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,178
3743,2022-09-21,2023-03-18,Standard Class,158421,United States,Columbia,South Carolina,29203,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,Wicked Choccy's,32.076176,-81.088371,178
3744,2022-09-21,2023-03-18,Standard Class,158421,United States,Columbia,South Carolina,29203,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,27.92,8,19.92,8.0,Lot's O' Nuts,32.881893,-111.768036,178
3745,2022-09-21,2023-03-18,Standard Class,158421,United States,Columbia,South Carolina,29203,Chocolate,Gulf,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,Wicked Choccy's,32.076176,-81.088371,178
3746,2022-09-21,2023-03-18,Standard Class,158421,United States,Columbia,South Carolina,29203,Chocolate,Gulf,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,32.076176,-81.088371,178
3747,2023-03-08,2023-09-01,Standard Class,137337,United States,New York City,New York,10011,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,30.0,8,19.6,10.4,Wicked Choccy's,32.076176,-81.088371,177
3748,2023-03-08,2023-09-01,Standard Class,137337,United States,New York City,New York,10011,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,32.076176,-81.088371,177
3749,2023-03-08,2023-09-01,Standard Class,137337,United States,New York City,New York,10011,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,32.881893,-111.768036,177
3750,2024-01-28,2024-07-24,Standard Class,147984,United States,Wichita,Kansas,67212,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,Lot's O' Nuts,32.881893,-111.768036,178
3751,2024-12-17,2025-06-13,Standard Class,130309,United States,Arlington,Virginia,22204,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,32.076176,-81.088371,178
3752,2021-05-05,2021-10-28,First Class,111934,United States,Arlington,Virginia,22204,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,32.076176,-81.088371,176
3753,2021-05-05,2021-10-28,First Class,111934,United States,Arlington,Virginia,22204,Chocolate,Gulf,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,Lot's O' Nuts,32.881893,-111.768036,176
3754,2023-09-11,2024-03-05,Second Class,121223,United States,Philadelphia,Pennsylvania,19143,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,32.881893,-111.768036,176
3755,2023-09-11,2024-03-05,Second Class,121223,United States,Philadelphia,Pennsylvania,19143,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,32.4,9,22.5,9.9,Lot's O' Nuts,32.881893,-111.768036,176
3756,2024-06-03,2024-11-29,Standard Class,150420,United States,Bellingham,Washington,98226,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,37.5,10,24.5,13.0,Wicked Choccy's,32.076176,-81.088371,179
3757,2024-12-25,2025-06-21,Standard Class,162880,United States,Everett,Washington,98208,Chocolate,Pacific,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,Lot's O' Nuts,32.881893,-111.768036,178
3758,2021-10-05,2022-04-02,Standard Class,131807,Canada,Calgary,Alberta,T1Y,Chocolate,Pacific,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,Wicked Choccy's,32.076176,-81.088371,179
3759,2021-10-05,2022-04-02,Standard Class,131807,Canada,Edmonton,Alberta,T5A,Chocolate,Pacific,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,Lot's O' Nuts,32.881893,-111.768036,179
3760,2021-10-05,2022-04-02,Standard Class,131807,Canada,Edmonton,Alberta,T5A,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,32.881893,-111.768036,179
3761,2021-10-05,2022-04-02,Standard Class,131807,Canada,Edmonton,Alberta,T5A,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,Wicked Choccy's,32.076176,-81.088371,179
3762,2021-10-05,2022-04-02,Standard Class,131807,Canada,Calgary,Alberta,T1Y,Other,Pacific,Lickable Wallpaper,100.0,5,50.0,50.0,Secret Factory,41.446333,-90.565487,179
3763,2021-10-05,2022-04-02,Standard Class,131807,Canada,Edmonton,Alberta,T5A,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,Lot's O' Nuts,32.881893,-111.768036,179
3764,2021-10-31,2022-04-27,Standard Class,106439,United States,Los Angeles,California,90049,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,32.881893,-111.768036,178
3765,2021-10-31,2022-04-27,Standard Class,106439,United States,Los Angeles,California,90049,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,32.076176,-81.088371,178
3766,2021-10-31,2022-04-27,Standard Class,106439,United States,Los Angeles,California,90049,Chocolate,Pacific,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,32.076176,-81.088371,178
3767,2021-10-31,2022-04-27,Standard Class,106439,United States,Los Angeles,California,90049,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,32.881893,-111.768036,178
3768,2021-10-31,2022-04-27,Standard Class,106439,United States,Los Angeles,California,90049,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,32.076176,-81.088371,178
3769,2021-10-31,2022-04-27,Standard Class,106439,United States,Los Angeles,California,90049,Chocolate,Pacific,Wonka Bar - Fudge Mallows,46.8,13,31.2,15.6,Lot's O' Nuts,32.881893,-111.768036,178
3770,2021-10-31,2022-04-27,Standard Class,106439,United States,Los Angeles,California,90049,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,Wicked Choccy's,32.076176,-81.088371,178
